Clinic Name,Address,Telephone,Type
Cheok Dental Surgery,"150 South Bridge Road, #03 - 13, Fook Hai Building,
Singapore - 058727",Tel: 65323273,Type: Dental
Cheong Family Clinic Pte Ltd,"45 Owen Road, #01 - 293,
Singapore - 210045",Tel: 62975125,Type: Medical
Cheong Medical Clinic,"76 Jalan Jurong Kechil,
Singapore - 598589",Tel: 64686311,Type: Medical
Chern Medical Clinic,"138 Tampines Street 11, #01 - 112,
Singapore - 521138",Tel: 67810036,Type: Medical
Chia & Lee Medical & Dental Clinic (Dental),"802 Tampines Avenue 4, #01 - 15,
Singapore - 520802",Tel: 67812969,Type: Dental
Chia & Lee Medical & Dental Clinic (Medical),"802 TAMPINES Avenue 4, #01 - 15,
Singapore - 520802",Tel: 67812969,Type: Medical and Dental
Chia Clinic And Surgery,"27 Foch Road, #01 - 04, Hoa Nam Building,
Singapore - 209264",Tel: 62980959,Type: Medical
Chiew Clinic Pte Ltd,"02 Kovan Road, #01 - 09, Simon Plaza,
Singapore - 548008",Tel: 63828002,Type: Medical
Chin Choo Clinic,"35 Circuit Road, #01 - 430,
Singapore - 370035",Tel: 67452815,Type: Medical
Chin Dental Surgery,"252 Jurong East Street 24, #01 - 135,
Singapore - 600252",Tel: 65614731,Type: Dental
Chin Medical Clinic,"524A Jelapang Road, #02 - 02A, Greenridge Shopping Centre,
Singapore - 671524",Tel: 64688195,Type: Medical
CHINATOWN WELLNESS CLINIC,"531 UPPER CROSS STREET, #02 - 02, HONG LIM COMPLEX,
Singapore - 50531",Tel: 65360988,Type: Medical
CHIRON MEDICAL CLINIC,"03 ST. GEORGE'S ROAD, #01 - 95, ST GEORGE'S WEST GARDENS,
Singapore - 320003",Tel: 62914963,Type: Medical
Chng Clinic & Surgery,"178 Toa Payoh Central, #01 - 236,
Singapore - 310178",Tel: 62504522,Type: Medical
Chng Dental Surgery,"2 Balestier Road, #01 - 679,
Singapore - 320002",Tel: 62547024,Type: Dental
Chong & Lim Family Clinic,"103 Gangsa Road, #01 - 39,
Singapore - 670103",Tel: 67626881,Type: Medical
Chong Medical Clinic,"703 Bedok Reservoir Road, #01 - 3500,
Singapore - 470703",Tel: 62414678,Type: Medical
Chong's Medical Centre,"190 Clemenceau Avenue, #01 - 29/30, Singapore Shopping Centre,
Singapore - 239924",Tel: 63383297,Type: Medical
Choo Dental Surgery,"19 Tanglin Road, #06 - 26, Tanglin Shopping Centre,
Singapore - 247909",Tel: 62354737,Type: Dental
Choong's Clinic,"480 Tampines Street 44, #01 - 261,
Singapore - 520480",Tel: 67885190,Type: Medical
Choong's Clinic,"21 Old Airport Road, #01 - 97,
Singapore - 390021",Tel: 63442400,Type: Medical
Chris Dental Surgeon,"61 Stamford Road, #01 - 04, Stamford Court,
Singapore - 178892",Tel: 63333345,Type: Dental
Chromatic Dental Surgeons,"304 Orchard Rd, #05 - 30, Lucky Plaza,
Singapore - 238863",Tel: 67320107,Type:
Chua & Partners Family Clinic,"18 Jalan Membina, #02 - 05,
Singapore - 164018",Tel: 62719004,Type: Medical
Chua Clinic,"678 Hougang Avenue 8, #01 - 513,
Singapore - 530678",Tel: 63865720,Type: Medical
Chua Clinic & Surgery,"844 Yishun Street 81, #01 - 156,
Singapore - 760844",Tel: 67521603,Type: Medical
Chua Clinic & Surgery (769),"769 Yishun Avenue 3, #01 - 281,
Singapore - 760769",Tel: 62571690,Type: Medical
Chua Kay Hian Dental Surgery,"131 Jalan Bukit Merah, #01 - 1587,
Singapore - 160131",Tel: 62711122,Type: Dental
Chua Medical Centre Pte Ltd,"248 Simei Street 3, #01 - 134,
Singapore - 520248",Tel: 67853825,Type: Medical
Chua Medico Clinic LLP,"529 Ang Mo Kio Avenue 10, #01 - 2323,
Singapore - 560529",Tel: 64562275,Type: Medical
Chuah Clinic & Surgery Pte Ltd,"113 Aljunied Avenue 2, #01 - 19,
Singapore - 380113",Tel: 67452104,Type: Medical
Chungkiaw Clinic Pte Ltd,"68 Jalan Jurong Kechil, #01 - 01, Suite@Bukit Timah,
Singapore - 596180",Tel: 64662255,Type: Medical
CIRCUIT MEDICAL CLINIC,"36 CIRCUIT ROAD, #01 - 424, BALAM GARDENS,
Singapore - 370036",Tel:,Type: Medical
Citilife Family Clinic,"215 Jurong East Street 21, #01 - 539,
Singapore - 600215",Tel: 65662281,Type: Medical
Citizen Dental Surgery,"258 Bukit Panjang Ring Road, #01 - 40,
Singapore - 670258",Tel: 67646772,Type: Dental
Citizen Family Clinic And Surgery,"102 Yishun Avenue 5, #01 - 117,
Singapore - 760102",Tel: 67586168,Type: Medical
City Dental Surgery,"1 Coleman Street, The Adelphi,
Singapore - 179803",Tel: 63372416,Type: Dental
City Hall Dental Centre,"1 Coleman Street, #03 - 03, The Adelphi,
Singapore - 179803",Tel: 68371525,Type: Dental
City Health Clinic & Surgery,"152 Beach Road, #03 - 08, Gateway East,
Singapore - 189721",Tel: 62995398,Type: Medical
CLARION MEDICAL,"202 ANG MO KIO AVENUE 3, #01 - 1676, ANG MO KIO VIEW,
Singapore - 560202",Tel: 63530818,Type: Medical
CLEARBRIDGE MEDICAL GROUP,"11 KEE SENG STREET, #01 - 02, ONZE @ TANJONG PAGAR,
Singapore - 89218",Tel: 62233303,Type: Medical
Clementi Dental Surgery,"431 Clementi Avenue 3, #01 - 324,
Singapore - 120431",Tel: 67761675,Type: Dental
Clifford Dispensary Pte Ltd (DNATA),"50 Airport Boulevard, #03 - 50A, Dnata Building,
Singapore - 819658",Tel: 65460923,Type: Medical
Clifford Dispensary Pte Ltd (Shaw House),"350 Orchard Road, #15 - 03, Shaw House,
Singapore - 238868",Tel: 62353757,Type: Medical
Clinic @ The Sail,"02 Marina Boulevard, #B1 - 43810, The Sail @ Marina Bay,
Singapore - 18987",Tel: 62255410,Type: Medical
Clinic Faridah,"59 New Upper Changi Road, #01 - 1230,
Singapore - 461059",Tel: 64427480,Type: Medical
Clinic@Costa,"84 Bayshore Road, #01 - 35/36, Costa Del Sol,
Singapore - 469994",Tel: 62433638,Type: Medical
Clinical Associates Medical Centre,"137 Teck Whye Lane, #01 - 313,
Singapore - 680137",Tel: 67624180,Type: Medical
Clover Medical Clinic Pte Ltd,"21 Choa Chu Kang North 6, #B1 - 25, Yew Tee Point,
Singapore - 689578",Tel: 65094480,Type: Medical
CMY Medical,"37 CHAI CHEE AVENUE, #01 - 295,
Singapore - 461037",Tel: 83880902,Type: Medical
Coast Dental,"479 Joo Chiat Road, #01 - 479,
Singapore - 427684",Tel: 64404605,Type: Dental
Coden Specialists Dental Implant Maxillofacial Aesthetics,"290 Orchard Road, #13 - 10/11, Paragon Medical Centre,
Singapore - 238859",Tel: 62357498,Type: Dental
Combined Dental Surgery,"320 Clementi Avenue 4, #01 - 29,
Singapore - 120320",Tel: 67773970,Type: Dental
Combined Dental Surgery (Bukit Merah),"2 Jalan Bukit Merah, #01 - 5150,
Singapore - 150002",Tel: 62719762,Type: Dental
Comfort Clinic & Surgery,"214 Serangoon Avenue 4, #01 - 100,
Singapore - 550214",Tel: 62807271,Type: Medical
Comfort Dental Surgery,"844 Yishun Street 81, #01 - 156,
Singapore - 760844",Tel: 67555129,Type: Dental
Communal Dental Clinic,"283 Bishan St 22, #01 - 187,
Singapore - 570283",Tel: 64547168,Type: Dental
CORNERSTONE MEDICAL,"29A GHIM MOH LINK, #01 - 03,
Singapore - 271029",Tel: 62620018,Type: Medical
Corporate Dental Clinic,"38 Haig Road,
Singapore - 438741",Tel: 67477919,Type: Dental
Corporation Clinic (Choa Chu Kang),"253 Choa Chu Kang Avenue 1, #01 - 21,
Singapore - 680253",Tel: 67643085,Type: Medical
Covenant Dental Surgery,"154 Mei Ling Street, #01 - 46,
Singapore - 140154",Tel: 64732168,Type: Dental
CRAWFURD MEDICAL,"03 TEMASEK BOULEVARD, #02 - 482, SUNTEC CITY MALL,
Singapore - 038983",Tel: 68049580,Type: Medical
Crescent Clinic & Surgery,"1A Eunos Crescent, #01 - 2473,
Singapore - 401001",Tel: 67458624,Type: Medical
Crescent Dental Clinic,"12 Telok Blangah Crescent, #01 - 115,
Singapore - 090012",Tel: 62700732,Type: Dental
Crest Dental Surgery,"724 Woodlands Avenue 6, #01 - 502,
Singapore - 730724",Tel: 63693369,Type: Dental
CROSS STREET MEDICAL CLINIC,"531 UPPER CROSS STREET, #01 - 35, HONG LIM COMPLEX,
Singapore - 050533",Tel: 6535 0608,Type: Medical
Crown Dental Surgery,"821 Tampines Street 81, #01 - 212,
Singapore - 520821",Tel: 67889110,Type: Dental
Crown Dental Surgery (Tampines Ave 4),"801 Tampines Avenue 4, #01 - 259,
Singapore - 520801",Tel: 66360777,Type: Dental
Crown Dental Surgery @ Kovan,"203 Hougang Street 21, #01 - 63,
Singapore - 530203",Tel: 62808772,Type: Dental
Crystal Dental Care,"262 Serangoon Central Drive, #01 - 109,
Singapore - 550262",Tel: 66121955,Type:
Custodia Dental Clinic,"291 Yishun Street 22, #01 - 349,
Singapore - 760291",Tel: 62579426,Type: Dental
DA Clinic @ Anchorvale,"351 Anchorvale Road, #01 - 01,
Singapore - 540351",Tel: 62417460,Type: Medical
DA Clinic @ Anson,"10 Anson Road, #01 - 12, International Plaza,
Singapore - 079903",Tel: 69541012,Type: Medical
DA Clinic @ Bishan,"501 Bishan Street 11, #01 - 374,
Singapore - 570501",Tel: 62623759,Type: Medical
DA Clinic @ Bukit Batok,"451 Bukit Batok West Ave 6, #01 - 02,
Singapore - 650451",Tel: 62599531,Type: Medical
DA Clinic @ Potong Pasir,"51 Upper Serangoon Road, #01 - 53, The Poiz Centre,
Singapore - 347697",Tel: 69540513,Type: Medical
DA CLINIC @ SEMBAWANG,"604 SEMBAWANG ROAD, #B1 - 06, SEMBAWANG SHOPPING CENTRE,
Singapore - 758459",Tel: 62193658,Type: Medical
DA Clinic @ Taman Jurong,"140 Corporation Drive, #01 - 03,
Singapore - 610140",Tel: 69639892,Type: Medical
Daily Medical Centre,"159 Hougang Street 11, #01 - 17,
Singapore - 530159",Tel: 62843218,Type: Medical
DAWSON MEDICAL CLINIC,"85 DAWSON ROAD, #01 - 05,
Singapore - 141085",Tel: 62502022,Type: Medical
DAY & NIGHT FAMILY CLINIC,"77 JALAN MALU-MALU, #01 - 77, KINDOL GARDENS,
Singapore - 769687",Tel: 64816625,Type: Medical
Dayspring Medical Clinic (Pasir Ris) Pte Ltd,"1 Pasir Ris Central Street 3, #05 - 09, White Sands,
Singapore - 518457",Tel: 65850123,Type: Medical
DAYSPRING MEDICAL CLINIC (TAMPINES),"02 TAMPINES CENTRAL 5, #04 - 09, CENTURY SQUARE,
Singapore - 529509",Tel: 67890123,Type: Medical
De Dental Practice,"3 Simei Street 6, #03 - 13, Eastpoint Mall,
Singapore - 528833",Tel: 67847800,Type: Dental
De Dental Practice Two (Pte) Ltd,"5 Changi Business Park Central 1, #02 - 17, Changi City Point,
Singapore - 486038",Tel: 65436345,Type: Dental
De Pacific Dental Group (Amk) Pte Ltd,"721 Ang Mo Kio Avenue 8, #01 - 2809,
Singapore - 560721",Tel: 64553343,Type: Dental
De Pacific Dental Group (Balestier) Pte Ltd,"20 Ah Hood Road, #01 - 25, Zhongshan Mall,
Singapore - 329984",Tel: 66844862,Type: Dental
De Pacific Dental Group (Jurong West Branch),"965 Jurong West Street 93, #01 - 211,
Singapore - 640965",Tel: 63971050,Type: Dental
De Pacific Dental Group (Pasir Ris),"446 Pasir Ris Drive 6, #01 - 124,
Singapore - 510446",Tel: 65850030,Type: Dental
Delta Dental Surgeons,"12 Kallang Avenue, #03 - 05, Aperia,
Singapore - 339511",Tel: 63416676,Type: Medical
Dennis Tan Dental Surgery,"9 Raffles Place, #02 - 23, Republic Plaza Ii,
Singapore - 048619",Tel: 64385622,Type: Dental
Dental @ Uni,"70 Stamford Road, #B1 - 27,
Singapore - 178901",Tel: 68370730,Type: Dental
Dental Care @Fajar Pte Ltd,"445 Fajar Road, #02 - 522, Fajar Shopping Centre,
Singapore - 670445",Tel: 67622955,Type: Dental
Dental Designs Clinic,"120 Telok Ayer Street, #1 - 1,
Singapore - 068589",Tel: 62218284,Type: Dental
Dental Family (Pioneer),"959 Jurong West Street 92, #01 - 162,
Singapore - 640959",Tel: 67913189,Type: Dental
Dental Focus Capitol Clinic,"13 Stamford Road, #B2 - 36/37, Capitol Plazza,
Singapore - 178905",Tel: 64309213,Type: Dental
Dental Focus People's Park Clinic,"101 Upper Cross Street, #2 - 69, People's Park Centre,
Singapore - 058357",Tel: 65320477,Type: Dental
Dental Focus Pioneer Clinic,"638 Jurong West St 61, #2 - 5, Pioneer Mall,
Singapore - 640638",Tel: 68610148,Type: Dental
Dental Focus Yishun Clinic,"236 Yishun Ring Road, #01 - 1010,
Singapore - 760236",Tel: 67521888,Type: Dental
Dental Icon @ Costa,"84 Bayshore Road, #01 - 35, Costa Del Sol,
Singapore - 469994",Tel: 64412345,Type: Dental
Dental On The Bay (Marina Bay Sands),"2 Bayfront Avenue, #01 - 13/14, Marina Bay Sands,
Singapore - 018972",Tel: 66887303,Type: Dental
Dental On The Bay (Vivocity),"1 Harbourfront Walk, #02 - 230, Vivocity,
Singapore - 098585",Tel: 63769001,Type: Dental
Dental Suites@bedok,"88 Bedok North Street 4, #1 - 155,
Singapore - 460088",Tel: 62412498,Type: Dental
Dental Surgery Centre,"204 Bedok North Street 1, #01 - 427,
Singapore - 460204",Tel: 64418887,Type: Dental
Dental Werks @ Farrer,"8 Empress Road, #01 - 29,
Singapore - 260008",Tel: 64760107,Type: Dental
Dental Werks @ Sembawang,"355 Sembawang Way, #01 - 02,
Singapore - 750355",Tel: 67548805,Type: Medical
Dentalplus Clinic,"78B Telok Blangah Street 32, #01 - 21,
Singapore - 102078",Tel: 62706800,Type: Dental
Dentalspecialists@scotts,"9 Scotts Road, #08 - 01, Pacific Plaza,
Singapore - 228210",Tel: 67373088,Type: Dental
Dentaltalk (Ubi),"2 Jalan Ubi, #01 - 11,
Singapore - 409074",Tel: 67493400,Type: Dental
Dentaltown (Amk) Pte Ltd,"339 Ang Mo Kio Avenue 1, #01 - 1589,
Singapore - 560339",Tel: 65544047,Type: Dental
Dentaltown (Eunos) Pte Ltd,"2A Eunos Crescent, #01 - 2439,
Singapore - 401002",Tel: 68415166,Type: Dental
Dentaltown (Geylang),"01 Geylang Serai, #01 - 206,
Singapore - 402001",Tel: 63562513,Type: Dental
Dentaltrendz Pte. Ltd.,"1 Jurong West Central 2, #01 - 16A & 16B, Jurong Point,
Singapore - 648886",Tel: 67940788,Type: Dental
Dentalworkz Studio,"79E Toa Payoh Central, #01 - 73,
Singapore - 315079",Tel: 68844051,Type: Dental
Dentigiene Dental Surgery Pte Ltd,"102 Towner Road, #01 - 250,
Singapore - 322102",Tel: 62998980,Type: Dental
Dentijoy Dental Surgery,"94 Toa Payoh Lorong 4, #01 - 28,
Singapore - 310094",Tel: 62529047,Type: Dental
Dhoby Dental Surgery Llp,"150 Orchard Road, #02 - 09, Orchard Plaza,
Singapore - 238841",Tel: 68367553,Type: Dental
Doctors Clinic & Surgery,"305 Woodlands Street 31, #01 - 91,
Singapore - 730305",Tel: 62691017,Type: Medical
DOCTORS FOR LIFE MEDICAL,"03 PICKERING STREET, #01 - 02, NANKIN ROW,
Singapore - 48660",Tel: 63869098,Type: Medical
Doctors Inc Medical Group Pte Ltd,"190 Toa Payoh Lorong 6, #01 - 590,
Singapore - 310190",Tel: 63563633,Type: Medical
"Doctors Koo, Loh & Associates (Pte) Ltd","152 Yung Ho Road, #B1 - 03,
Singapore - 610152",Tel: 62665939,Type: Medical
Dover Clinic And Surgery Pte Ltd,"28 Dover Crescent, #01 - 89, Multi Storey Car Park,
Singapore - 130028",Tel: 67757410,Type: Medical
Dover Dental Surgery,"28 Dover Crescent, #01 - 87, Multi Storey Car Park,
Singapore - 130028",Tel: 67790233,Type: Dental
Dover Medical Centre,"01 FUSIONOPOLIS WAY, #03 - 05, CONNEXIS,
Singapore - 138632",Tel: 67756966,Type: Medical
Dp Dental,"205 Hougang Street 21, #03 - 08/09, Heartland Mall-Kovan,
Singapore - 530205",Tel: 62820122,Type: Dental
DR CHEN AND PARTNERS MEDICAL CLINIC,"09 SIN MING ROAD, #B1 - 01, THOMSON V ONE,
Singapore - 575630",Tel: 81233740,Type: Medical
DR CHUA & LEE FAMILY CLINIC,"213 BISHAN STREET 23, #B1 - 235,
Singapore - 570213",Tel: 62501528,Type: Medical
DR CHUA'S FAMILY CLINIC PTE. LTD.,"638 Jurong West Street 61, #02 - 04, Pioneer Mall,
Singapore - 640638",Tel: 67928505,Type: Medical
Dr Gary's Family Clinic,"77 INDUS ROAD, #01 - 519, INDUS GARDEN,
Singapore - 160077",Tel: 68039375,Type: Medical
Dr Hc Leong Dental Surgeon,"8 Eu Tong Sen Street, #20 - 86,
Singapore - 059818",Tel: 62227075,Type: Dental
Dr Jeremy Chan Medical Clinic,"123 LORONG 1 TOA PAYOH, #01 - 493,
Singapore - 310123",Tel: 62504191,Type: Medical
Dr Jimmy Yap & Partners Dental Surgeons,"1 Kim Seng Promenade, #B1 - 12D, Great World City,
Singapore - 237994",Tel: 67340603,Type: Dental
Dr Joyce & Partners Family Clinic,"224A Sumang Lane, #01 - 01,
Singapore - 821224",Tel: 69267607,Type: Medical
DR JOYCE & PARTNERS FAMILY CLINIC (TOA PAYOH BRANCH),"177 TOA PAYOH CENTRAL, #01 - 146,
Singapore - 310177",Tel: 69267607,Type: Medical
Dr Lam'S Dental Surgery,"473 Joo Chiat Road,
Singapore - 427681",Tel: 63464988,Type: Dental
Dr Lim Lean Huat & Associates Pte Ltd,"101 IRRAWADDY ROAD, #21 - 04 TO 05, ROYAL SQUARE AT NOVENA,
Singapore - 329565",Tel: 63238611,Type: Medical
Dr Nah & Lee Family Clinic,"780 WOODLANDS CRESCENT, #01 - 03, MULTI STOREY CAR PARK,
Singapore - 730780",Tel: 62501528,Type: Medical
Dr Seow Dental Centre,"43 Holland Drive, #01 - 51,
Singapore - 270043",Tel: 67770113,Type: Dental
Dr Soh Family Clinic,"966 Jurong West Street 93, #01 - 221,
Singapore - 640966",Tel: 67917735,Type: Medical
Dr Steven Ang Aesthetic & Family Clinic,"75D Redhill Road, #01 - 112,
Singapore - 154075",Tel: 64767333,Type: Medical
Dr W .K. Koo & Associates P L (Jurong Point),"01 Jurong West Central 2, #01 - 16A&B, Jurong Point,
Singapore - 648886",Tel: 67922669,Type: Medical
Dr. K.S. Wong & Partners Dental Surgery Pte Ltd,"5 Koek Road, #06 - 10, Cuppage Plaza,
Singapore - 228796",Tel: 62358421,Type: Dental
Dr. Smile Dental Clinic,"443 Clementi Avenue 3, #01 - 81,
Singapore - 120443",Tel: 67792788,Type: Dental
Dr.W Family Clinic,"08 EMPRESS ROAD, #01 - 09,
Singapore - 260008",Tel: 64754262,Type: Medical
Drs Chan & Tang Family Clinic,"125 Toa Payoh Lorong 1, #01 - 549,
Singapore - 310125",Tel: 62511782,Type: Medical
Drs Chua & Partners Pte Ltd (Tanjong Pagar),"01 Tanjong Pagar Plaza, #01 - 10,
Singapore - 82001",Tel: 62210607,Type: Medical
"DRS KOO, FOK & ASSOCIATES PTE LTD","55 BENOI ROAD, #01 - 12,
Singapore - 629907",Tel: 62613629,Type: Medical
"Drs Koo, Fok And Associates (Pioneer)","31 Jurong West Street 63, #02 - 04,
Singapore - 648310",Tel: 68622380,Type: Medical
"Drs Koo, Koh & Associates P.L.","163 Bukit Merah Central, #01 - 3609,
Singapore - 150163",Tel: 62712395,Type: Medical
Drs Lim And Chan Clinic,"02 Lorong Lew Lian, #01 - 50,
Singapore - 531002",Tel: 62803009,Type: Medical
Drs Lim And Chan Clinic,"106 Hougang Avenue 1, #01 - 1235,
Singapore - 530106",Tel: 62800990,Type: Medical
"Drs Oh, Lim, Wong & Partners","959 Jurong West Street 92, #01 - 154,
Singapore - 640959",Tel: 67913988,Type: Medical
Drs Ong & Partners,"101 Kitchener Road, #02 - 37, Jalan Besar Plaza,
Singapore - 208511",Tel: 62931221,Type: Dental
"Drs Singh & Partners, Raffles City Medical Centre","252 North Bridge Road, #02 - 16, Raffles City Shopping Centre,
Singapore - 179103",Tel: 63388883,Type: Medical
Drs Tang & Partners Pte Ltd,"64 Yung Kuang Road, #01 - 115,
Singapore - 610064",Tel: 62656077,Type: Medical
Drs. Chua & Partners (Alexandra Village),"125 Bukit Merah Lane 1, #01 - 174,
Singapore - 150125",Tel: 63773179,Type: Medical
Drs. Teng & Partners Dental Surgeons,"725 Clementi West Street 2, #01 - 198,
Singapore - 120725",Tel: 67788882,Type: Dental
DTAP @ Robertson,"11 UNITY STREET, #02 - 06/07, ROBERTSON WALK,
Singapore - 237995",Tel: 62387810,Type: Medical
DTAP @ SIGLAP,"914 EAST COAST ROAD, #01 - 04, THE DOMAIN,
Singapore - 459108",Tel: 69261678,Type: Medical
DTAP @ Somerset,"01 Grange Road, #10 - 08,
Singapore - 239693",Tel: 62620762,Type: Medical
Duxton Medical Clinic,"07 Tanjong Pagar Plaza, #01 - 106,
Singapore - 81007",Tel: 65383573,Type: Medical
DUXTON MEDICAL CLINIC CANBERRA,"361 SEMBAWANG CRESCENT, #01 - 03,
Singapore - 750361",Tel: 65383573,Type: Medical
E J Tan Clinic & Surgery,"104 Jurong East Street 13, #01 - 100,
Singapore - 600104",Tel: 65606600,Type: Medical
E Medical Clinic & Surgery ( Toa Payoh ),"126 Toa Payoh Lorong 1, #01 - 567,
Singapore - 310126",Tel: 63569391,Type: Medical
E. L. Chin Family Clinic And Surgery Pte. Ltd.,"432 Clementi Avenue 3, #01 - 272,
Singapore - 120432",Tel: 67775182,Type: Medical
East Central Dental Surgery,"135 Jurong Gateway Road, #02 - 325,
Singapore - 600135",Tel: 65665689,Type: Dental
East Coast Family Clinic,"121 Meyer Road, #01 - 05, The Makena,
Singapore - 437932",Tel: 64404556,Type: Medical
East Coast Medical Centre,"57A New Upper Changi Road, #01 - 1374,
Singapore - 462057",Tel: 64430109,Type: Medical
Eastern Clinic & Surgery Pte Ltd,"235 Jurong East Street 21, #01 - 316,
Singapore - 600235",Tel: 65614458,Type: Medical
Eastern Clinic & Surgery Pte Ltd,"318 Jurong East Street 31, #01 - 48,
Singapore - 600318",Tel: 65631206,Type: Medical
Eastern Clinic And Dental Surgery,"303 Jurong East Street 32, #01 - 92,
Singapore - 600303",Tel: 65622941,Type: Medical
Eastern Dental Surgery (Bukit Batok),"213 Bukit Batok Street 21, #01 - 217,
Singapore - 650213",Tel: 65619780,Type: Dental
Eastern Dental Surgery (Jurong East),"303 Jurong East Street 32, #01 - 92,
Singapore - 600303",Tel: 65624146,Type: Dental
Eastern Dental Surgery (Jurong West),"502 Jurong West Street 51, #01 - 813,
Singapore - 640502",Tel: 65674831,Type: Dental
Eastern Medical Centre,"631 Bedok Reservoir Road, #01 - 896,
Singapore - 470631",Tel: 64487628,Type: Medical
Eastwood Dentalcare Family Dental Clinic Pte Ltd,"20 Eastwood Road, #01 - 12, Eastwood Centre,
Singapore - 486442",Tel: 62430911,Type: Dental
EC Family Clinic,"30 Eunos Crescent, #01 - 17/18, Eunos Mrt Station,
Singapore - 409423",Tel: 67426103,Type: Medical
Eden Dental Surgery,"442 Pasir Ris Drive 6, #01 - 46,
Singapore - 510442",Tel: 65821112,Type: Dental
Eden Family Clinic,"492 Jurong West Street 41, #01 - 40,
Singapore - 640492",Tel: 65660257,Type: Medical
